StudentID,Course,Mode_of_Study,Age,Gender,Admission_Date,Attendance_%,Assignment_Score,Midterm_Score,Final_Score,Hours_Studied_Weekly,Forum_Participation,Fee_Paid_%,Scholarship,Counseling_Sessions,Overall_Score,Pass_Fail,Dropout_Risk,Status
2988,Finance,Online,27,Male,2027-02-13,46,42,91,98,19,4,68,No,1,84.7,Pass,High,At-Risk
2989,Digital Marketing,Online,23,Male,2027-02-14,77,64,93,71,23,27,51,No,3,76.2,Pass,Low,Active
2990,Web Dev,Hybrid,22,Female,2027-02-15,71,72,27,41,11,23,96,Yes,0,43.0,Fail,Medium,Active
2991,Web Dev,Hybrid,24,Male,2027-02-16,42,31,62,72,6,16,50,No,1,60.8,Pass,High,At-Risk
2992,Digital Marketing,Offline,19,Female,2027-02-17,84,85,66,85,24,49,91,No,2,79.3,Pass,Low,Active
2993,Finance,Offline,28,Female,2027-02-18,78,80,64,62,24,38,87,Yes,3,66.2,Pass,Low,Active
2994,Web Dev,Hybrid,30,Male,2027-02-19,76,83,74,42,22,47,62,No,3,59.8,Pass,Low,Active
2995,HR Management,Hybrid,22,Female,2027-02-20,94,45,59,96,23,39,91,No,0,74.7,Pass,Low,Active
2996,Web Dev,Online,23,Female,2027-02-21,89,47,48,83,16,43,93,No,3,65.3,Pass,Low,Active
2997,Data Science,Hybrid,31,Male,2027-02-22,61,36,41,28,22,45,73,Yes,1,33.5,Fail,High,At-Risk
2998,Data Science,Offline,29,Male,2027-02-23,47,74,64,26,21,10,81,No,4,47.0,Fail,High,At-Risk
2999,Finance,Online,21,Female,2027-02-24,56,65,98,60,24,11,79,Yes,2,72.4,Pass,High,At-Risk
3000,Digital Marketing,Offline,23,Female,2027-02-25,91,70,90,73,5,12,55,No,0,77.5,Pass,Medium,Active
3001,Finance,Online,27,Male,2027-02-26,66,71,68,84,22,7,87,Yes,4,76.6,Pass,Low,Active
3002,Finance,Hybrid,32,Female,2027-02-27,72,36,47,21,22,0,82,No,4,31.8,Fail,Medium,Active
3003,Finance,Offline,25,Female,2027-02-28,85,44,30,23,2,8,93,No,0,29.3,Fail,Medium,Active
3004,Finance,Online,26,Male,2027-03-01,56,89,90,97,16,27,72,No,1,93.3,Pass,High,At-Risk
3005,HR Management,Online,22,Male,2027-03-02,81,69,45,51,18,1,59,No,2,52.8,Pass,Low,Active
3006,HR Management,Hybrid,27,Male,2027-03-03,51,66,59,21,20,13,95,No,0,41.4,Fail,High,At-Risk
3007,Web Dev,Hybrid,23,Male,2027-03-04,87,95,53,83,15,12,64,Yes,4,76.4,Pass,Low,Active
3008,Data Science,Hybrid,33,Male,2027-03-05,85,84,31,33,20,47,72,Yes,4,42.6,Fail,High,At-Risk
3009,Finance,Offline,20,Male,2027-03-06,66,85,77,39,19,1,85,Yes,0,59.599999999999994,Pass,Low,Active
3010,Web Dev,Online,27,Female,2027-03-07,87,73,61,68,3,3,50,Yes,4,66.9,Pass,Low,Active
3011,Data Science,Hybrid,28,Female,2027-03-08,47,86,47,27,7,11,57,No,0,44.8,Fail,High,At-Risk
3012,Digital Marketing,Offline,28,Male,2027-03-09,62,35,32,82,14,47,52,No,0,57.6,Pass,Medium,Active
3013,HR Management,Offline,34,Male,2027-03-10,99,61,72,65,18,9,63,Yes,2,66.3,Pass,Low,Active
3014,Data Science,Offline,21,Female,2027-03-11,81,47,34,40,7,2,66,No,0,39.6,Fail,High,At-Risk
3015,Digital Marketing,Hybrid,21,Female,2027-03-12,88,97,48,51,22,3,83,No,4,59.3,Pass,Low,Active
3016,Data Science,Hybrid,34,Female,2027-03-13,98,36,71,27,23,5,96,Yes,3,42.0,Fail,Medium,Active
3017,HR Management,Online,26,Male,2027-03-14,68,37,77,35,6,22,55,No,2,48.0,Fail,High,At-Risk
3018,HR Management,Online,22,Male,2027-03-15,89,93,63,59,8,4,54,No,4,67.0,Pass,Low,Active
3019,Web Dev,Hybrid,23,Female,2027-03-16,59,36,91,46,2,49,95,No,4,57.5,Pass,Medium,Active
3020,Finance,Offline,20,Male,2027-03-17,55,70,90,37,14,2,100,No,2,59.5,Pass,Medium,Active
3021,Data Science,Offline,18,Male,2027-03-18,56,69,30,54,20,9,90,No,2,49.8,Fail,High,At-Risk
3022,Data Science,Offline,33,Male,2027-03-19,55,32,45,71,23,42,89,Yes,4,55.4,Pass,Medium,Active
3023,Digital Marketing,Online,28,Female,2027-03-20,58,46,97,34,2,18,78,No,3,55.3,Pass,High,At-Risk
3024,HR Management,Offline,30,Female,2027-03-21,95,95,98,82,14,13,84,No,1,89.4,Pass,Low,Active
3025,Data Science,Online,27,Male,2027-03-22,95,81,60,72,12,20,67,No,4,70.2,Pass,Low,Active
3026,HR Management,Online,20,Male,2027-03-23,47,51,27,85,8,42,89,No,2,60.8,Pass,Medium,Active
3027,Data Science,Offline,26,Male,2027-03-24,77,33,66,50,21,27,97,No,0,51.400000000000006,Pass,Low,Active
3028,Web Dev,Offline,29,Male,2027-03-25,77,35,69,80,4,20,79,No,0,67.7,Pass,Medium,Active
3029,Finance,Hybrid,31,Male,2027-03-26,92,67,68,83,2,35,64,No,2,75.3,Pass,Low,Active
3030,Data Science,Hybrid,18,Female,2027-03-27,68,55,57,53,9,23,64,No,2,54.599999999999994,Pass,Low,Active
3031,HR Management,Offline,34,Male,2027-03-28,80,40,84,74,18,37,65,No,1,70.2,Pass,Low,Active
3032,Web Dev,Online,26,Male,2027-03-29,75,46,94,78,14,16,82,No,2,76.4,Pass,Low,Active
3033,Data Science,Online,26,Male,2027-03-30,65,60,50,22,15,21,59,No,0,38.0,Fail,High,At-Risk
3034,Digital Marketing,Online,27,Female,2027-03-31,70,64,45,36,6,18,68,No,3,44.3,Fail,High,At-Risk
3035,Finance,Online,32,Female,2027-04-01,83,45,26,97,23,44,86,No,2,65.3,Pass,Low,Active
3036,Data Science,Online,22,Male,2027-04-02,99,47,71,97,24,9,99,Yes,1,79.2,Pass,Low,Active
3037,Web Dev,Hybrid,32,Female,2027-04-03,51,91,54,65,7,10,52,Yes,3,66.9,Pass,High,At-Risk
3038,Digital Marketing,Offline,19,Female,2027-04-04,94,56,51,57,23,37,85,No,1,55.0,Pass,Low,Active
3039,Web Dev,Hybrid,30,Female,2027-04-05,56,64,95,54,7,1,53,No,3,68.3,Pass,High,At-Risk
3040,Web Dev,Online,33,Female,2027-04-06,54,74,44,20,22,32,60,Yes,2,38.0,Fail,High,At-Risk
3041,Digital Marketing,Online,32,Female,2027-04-07,48,64,74,48,9,42,90,No,0,59.0,Pass,High,At-Risk
3042,Web Dev,Online,27,Female,2027-04-08,78,57,47,23,14,30,82,No,3,37.0,Fail,Medium,Active
3043,Digital Marketing,Online,31,Male,2027-04-09,81,38,37,80,19,47,77,Yes,4,58.7,Pass,Low,Active
3044,Data Science,Offline,27,Female,2027-04-10,87,44,28,36,24,34,81,Yes,1,35.2,Fail,Medium,Active
3045,Digital Marketing,Online,31,Female,2027-04-11,51,50,38,47,5,36,65,No,3,44.9,Fail,High,At-Risk
3046,Digital Marketing,Offline,26,Male,2027-04-12,71,81,44,69,18,46,58,Yes,1,63.9,Pass,Low,Active
3047,Finance,Online,31,Male,2027-04-13,64,64,37,27,6,46,60,No,0,37.4,Fail,High,At-Risk
3048,Digital Marketing,Offline,20,Male,2027-04-14,78,80,27,53,4,35,55,No,1,50.6,Pass,Low,Active
3049,Digital Marketing,Hybrid,33,Male,2027-04-15,57,84,71,78,5,22,98,No,1,77.1,Pass,Medium,Active
3050,Data Science,Online,19,Female,2027-04-16,54,73,27,37,24,35,76,No,4,41.2,Fail,High,At-Risk
3051,Finance,Offline,27,Female,2027-04-17,71,94,25,78,6,39,61,No,1,65.3,Pass,Low,Active
3052,HR Management,Hybrid,20,Female,2027-04-18,45,54,48,46,15,38,71,No,3,48.2,Fail,High,At-Risk
3053,Data Science,Online,28,Female,2027-04-19,97,76,59,35,16,25,89,No,1,50.4,Pass,Low,Active
3054,Data Science,Online,28,Male,2027-04-20,83,85,38,29,21,24,97,No,2,42.9,Fail,Medium,Active
3055,HR Management,Online,30,Female,2027-04-21,82,67,91,95,18,16,86,No,1,88.2,Pass,Low,Active
3056,Digital Marketing,Offline,24,Female,2027-04-22,91,40,37,41,7,14,70,No,2,39.6,Fail,High,At-Risk
3057,Web Dev,Offline,34,Male,2027-04-23,74,96,71,35,11,36,82,No,1,58.0,Pass,Low,Active
3058,Finance,Hybrid,19,Female,2027-04-24,73,44,74,31,23,44,66,No,1,46.5,Fail,High,At-Risk
3059,Web Dev,Offline,29,Female,2027-04-25,77,30,50,94,24,3,78,Yes,3,68.0,Pass,Low,Active
3060,HR Management,Offline,27,Female,2027-04-26,95,36,27,70,17,21,89,Yes,2,50.3,Pass,Low,Active
3061,Data Science,Online,28,Female,2027-04-27,93,30,75,20,18,16,59,No,2,38.5,Fail,High,At-Risk
3062,Data Science,Online,33,Male,2027-04-28,96,78,64,46,15,21,67,No,4,57.8,Pass,Low,Active
3063,Finance,Online,34,Male,2027-04-29,44,58,92,86,21,16,96,No,1,82.2,Pass,Medium,Active
3064,Data Science,Online,20,Male,2027-04-30,57,55,60,31,13,13,62,No,1,44.5,Fail,High,At-Risk
3065,Data Science,Online,33,Male,2027-05-01,55,74,75,49,10,13,76,Yes,3,61.8,Pass,High,At-Risk
3066,Finance,Online,23,Male,2027-05-02,47,41,25,28,16,16,59,No,4,29.700000000000003,Fail,High,At-Risk
3067,Finance,Online,29,Female,2027-05-03,64,61,57,72,13,7,81,Yes,4,65.3,Pass,Low,Active
3068,HR Management,Hybrid,28,Female,2027-05-04,71,49,31,80,15,33,90,No,3,59.1,Pass,Low,Active
3069,Data Science,Hybrid,32,Male,2027-05-05,65,80,76,73,23,25,94,No,2,75.3,Pass,Low,Active
3070,Data Science,Hybrid,32,Male,2027-05-06,91,65,35,56,19,44,52,No,0,51.5,Pass,Medium,Active
3071,HR Management,Hybrid,33,Male,2027-05-07,61,96,51,84,21,29,71,No,3,76.5,Pass,Low,Active
3072,Digital Marketing,Online,27,Female,2027-05-08,70,30,38,61,7,21,76,Yes,2,47.9,Fail,High,At-Risk
3073,Digital Marketing,Hybrid,29,Male,2027-05-09,82,56,70,68,5,15,52,No,4,66.2,Pass,Low,Active
3074,Digital Marketing,Online,30,Female,2027-05-10,49,69,34,23,24,29,82,Yes,3,35.5,Fail,High,At-Risk
3075,HR Management,Hybrid,21,Female,2027-05-11,95,43,48,83,13,15,51,Yes,0,64.5,Pass,Medium,Active
3076,Data Science,Offline,24,Female,2027-05-12,96,98,85,98,14,37,60,Yes,1,94.1,Pass,Low,Active
3077,HR Management,Hybrid,19,Female,2027-05-13,51,35,42,70,20,23,95,No,3,54.6,Pass,Medium,Active
3078,HR Management,Hybrid,32,Male,2027-05-14,92,62,33,91,23,35,59,Yes,0,67.8,Pass,Medium,Active
3079,Digital Marketing,Online,25,Female,2027-05-15,67,84,41,79,14,34,88,No,0,68.6,Pass,Low,Active
3080,Web Dev,Hybrid,24,Female,2027-05-16,45,48,82,98,13,5,82,No,3,83.2,Pass,Medium,Active
3081,Data Science,Offline,32,Male,2027-05-17,98,58,37,50,21,3,56,No,2,47.7,Fail,High,At-Risk
3082,Digital Marketing,Online,31,Female,2027-05-18,59,90,74,91,4,17,64,Yes,3,85.7,Pass,High,At-Risk
3083,Web Dev,Online,25,Female,2027-05-19,44,99,30,77,4,5,75,Yes,4,67.3,Pass,High,At-Risk
3084,Web Dev,Hybrid,29,Female,2027-05-20,62,53,75,23,15,25,60,No,0,44.6,Fail,High,At-Risk
3085,Finance,Online,30,Male,2027-05-21,48,52,60,41,19,36,87,No,0,48.9,Fail,High,At-Risk
3086,Data Science,Online,28,Female,2027-05-22,97,39,95,22,20,26,76,Yes,1,47.3,Fail,High,At-Risk
3087,Web Dev,Online,34,Female,2027-05-23,98,83,49,98,11,40,88,No,0,80.3,Pass,Low,Active
3088,Digital Marketing,Online,34,Male,2027-05-24,68,70,35,66,18,10,56,No,1,57.5,Pass,Low,Active
3089,Finance,Online,21,Male,2027-05-25,55,78,68,57,16,37,50,No,0,64.5,Pass,High,At-Risk
3090,Data Science,Online,25,Female,2027-05-26,93,46,38,52,20,15,59,No,0,46.6,Fail,High,At-Risk
3091,HR Management,Offline,22,Female,2027-05-27,85,85,53,97,10,18,70,No,3,81.4,Pass,Low,Active
3092,Digital Marketing,Hybrid,33,Male,2027-05-28,61,74,98,67,5,42,64,No,3,77.7,Pass,Low,Active
3093,Web Dev,Offline,21,Female,2027-05-29,47,59,74,84,16,14,79,No,4,76.0,Pass,High,At-Risk
3094,Web Dev,Online,32,Male,2027-05-30,98,73,29,45,20,25,79,No,2,45.8,Fail,High,At-Risk
3095,Digital Marketing,Online,29,Female,2027-05-31,59,84,96,27,17,40,57,No,4,59.099999999999994,Pass,High,At-Risk
3096,Web Dev,Hybrid,22,Male,2027-06-01,90,48,93,69,9,30,73,No,0,72.0,Pass,Medium,Active
3097,Finance,Offline,33,Female,2027-06-02,53,58,81,99,18,18,68,No,4,85.4,Pass,High,At-Risk
3098,Data Science,Hybrid,31,Male,2027-06-03,78,31,50,57,22,23,52,Yes,3,49.7,Fail,High,At-Risk
3099,Finance,Offline,27,Male,2027-06-04,76,65,30,29,2,8,64,Yes,0,36.5,Fail,High,At-Risk
3100,Web Dev,Online,24,Male,2027-06-05,89,48,40,61,8,22,85,No,0,52.1,Pass,Low,Active
3101,HR Management,Hybrid,30,Male,2027-06-06,73,36,84,56,22,3,55,No,4,60.4,Pass,Low,Active
3102,Data Science,Hybrid,22,Male,2027-06-07,50,55,36,45,19,9,91,No,1,44.3,Fail,High,At-Risk
3103,Data Science,Online,20,Female,2027-06-08,93,67,99,31,13,8,99,No,2,58.6,Pass,Low,Active
3104,Digital Marketing,Hybrid,32,Female,2027-06-09,79,32,27,68,17,18,97,No,4,48.5,Fail,Medium,Active
3105,Digital Marketing,Offline,21,Male,2027-06-10,72,95,87,33,2,14,67,Yes,4,61.599999999999994,Pass,Low,Active
3106,HR Management,Offline,32,Female,2027-06-11,70,72,88,65,16,33,87,No,2,73.3,Pass,Low,Active
3107,Data Science,Offline,31,Female,2027-06-12,98,91,86,54,8,41,68,No,0,71.0,Pass,Medium,Active
3108,HR Management,Offline,30,Female,2027-06-13,93,53,30,48,18,18,98,No,0,43.6,Fail,Medium,Active
3109,Digital Marketing,Online,27,Female,2027-06-14,83,68,43,31,4,48,99,No,1,42.0,Fail,Medium,Active
3110,Digital Marketing,Hybrid,22,Female,2027-06-15,73,97,42,63,12,20,79,Yes,4,63.5,Pass,Low,Active
3111,Data Science,Offline,23,Female,2027-06-16,89,73,67,85,7,33,62,No,2,77.2,Pass,Low,Active
3112,Finance,Online,21,Male,2027-06-17,46,34,97,21,7,16,88,No,4,46.4,Fail,High,At-Risk
3113,Web Dev,Hybrid,19,Female,2027-06-18,97,84,27,78,16,17,61,Yes,3,63.9,Pass,Low,Active
3114,Digital Marketing,Hybrid,33,Female,2027-06-19,88,59,96,36,8,16,83,No,4,58.599999999999994,Pass,Low,Active
3115,Digital Marketing,Online,22,Female,2027-06-20,93,58,62,29,12,1,61,No,4,44.7,Fail,High,At-Risk
3116,Finance,Online,21,Male,2027-06-21,62,55,92,37,18,0,93,No,3,57.099999999999994,Pass,Low,Active
3117,Finance,Offline,30,Female,2027-06-22,85,55,68,41,24,42,73,No,3,51.9,Pass,Low,Active
3118,HR Management,Hybrid,19,Female,2027-06-23,95,66,87,77,19,9,53,No,2,77.8,Pass,Low,Active
3119,HR Management,Hybrid,30,Female,2027-06-24,46,82,66,72,23,36,85,No,0,72.2,Pass,High,At-Risk
3120,Web Dev,Online,28,Male,2027-06-25,93,59,88,20,22,47,99,Yes,1,48.2,Fail,Medium,Active
3121,Web Dev,Hybrid,21,Female,2027-06-26,64,32,78,80,20,4,97,No,3,69.8,Pass,Low,Active
3122,Data Science,Offline,32,Male,2027-06-27,42,72,95,50,9,11,63,Yes,0,67.9,Pass,High,At-Risk
3123,HR Management,Hybrid,21,Female,2027-06-28,98,36,61,50,21,35,66,No,2,50.5,Pass,Low,Active
3124,Digital Marketing,Online,26,Male,2027-06-29,77,78,28,85,9,30,98,No,4,66.5,Pass,Low,Active
3125,HR Management,Online,24,Male,2027-06-30,59,70,26,38,22,37,52,No,2,40.8,Fail,High,At-Risk
3126,Digital Marketing,Offline,23,Male,2027-07-01,73,83,68,72,12,8,87,No,2,73.0,Pass,Low,Active
3127,Finance,Offline,23,Female,2027-07-02,88,98,91,95,22,43,72,Yes,3,94.4,Pass,Low,Active
3128,HR Management,Hybrid,32,Male,2027-07-03,83,56,92,93,4,25,62,No,1,85.3,Pass,Low,Active
3129,Finance,Hybrid,32,Male,2027-07-04,83,37,98,41,24,14,58,No,3,57.3,Pass,Low,Active
3130,Web Dev,Online,26,Male,2027-07-05,69,61,86,42,15,15,70,No,4,59.0,Pass,Low,Active
3131,Web Dev,Offline,21,Male,2027-07-06,56,93,25,34,10,12,90,No,3,43.1,Fail,High,At-Risk
3132,Data Science,Offline,22,Female,2027-07-07,98,39,41,45,2,24,57,No,4,42.6,Fail,High,At-Risk
3133,HR Management,Offline,28,Female,2027-07-08,49,42,40,22,2,29,66,No,3,31.4,Fail,High,At-Risk
3134,Finance,Hybrid,22,Female,2027-07-09,74,92,33,39,13,6,65,No,1,47.800000000000004,Fail,High,At-Risk
3135,Digital Marketing,Offline,21,Female,2027-07-10,59,64,77,59,12,3,65,No,0,65.4,Pass,High,At-Risk
3136,Web Dev,Online,29,Male,2027-07-11,57,90,97,58,22,42,77,No,1,76.1,Pass,High,At-Risk
3137,Web Dev,Online,19,Female,2027-07-12,84,83,83,91,2,39,100,No,3,87.0,Pass,Low,Active
3138,Digital Marketing,Hybrid,30,Male,2027-07-13,83,37,33,37,21,37,65,No,2,35.8,Fail,High,At-Risk
3139,Finance,Hybrid,27,Female,2027-07-14,66,58,36,60,13,29,95,Yes,0,52.4,Pass,Low,Active
3140,Finance,Offline,26,Female,2027-07-15,98,70,65,89,18,9,95,Yes,2,78.0,Pass,Low,Active
3141,HR Management,Hybrid,27,Female,2027-07-16,98,59,39,46,16,29,63,No,1,46.5,Fail,High,At-Risk
3142,HR Management,Online,24,Male,2027-07-17,88,50,90,34,3,38,95,Yes,0,54.0,Pass,Low,Active
3143,Data Science,Offline,21,Female,2027-07-18,75,40,99,56,19,6,93,Yes,3,65.7,Pass,Low,Active
3144,Web Dev,Online,27,Female,2027-07-19,62,31,35,77,17,35,87,No,2,55.2,Pass,Low,Active
3145,HR Management,Offline,20,Female,2027-07-20,71,79,32,24,5,34,69,Yes,3,37.4,Fail,High,At-Risk
3146,Finance,Hybrid,19,Male,2027-07-21,49,70,79,92,9,23,94,No,4,83.7,Pass,Medium,Active
3147,Digital Marketing,Offline,27,Female,2027-07-22,50,95,30,26,3,38,97,No,0,41.0,Fail,High,At-Risk
3148,Finance,Offline,19,Female,2027-07-23,77,32,77,60,15,35,90,No,2,59.5,Pass,Low,Active
3149,Web Dev,Online,19,Male,2027-07-24,45,80,44,29,16,44,83,Yes,1,43.7,Fail,High,At-Risk
3150,Finance,Online,34,Male,2027-07-25,98,97,63,81,10,19,78,No,1,78.8,Pass,Low,Active
3151,Data Science,Offline,33,Female,2027-07-26,80,54,96,45,3,48,52,No,1,62.099999999999994,Pass,Low,Active
3152,Web Dev,Hybrid,33,Female,2027-07-27,86,59,58,87,18,31,59,No,1,72.7,Pass,Low,Active
3153,Digital Marketing,Hybrid,31,Female,2027-07-28,73,40,81,43,11,38,69,No,2,53.8,Pass,Low,Active
3154,Data Science,Online,24,Male,2027-07-29,75,46,43,97,10,48,51,Yes,4,70.6,Pass,Low,Active
3155,Web Dev,Hybrid,28,Male,2027-07-30,76,55,95,60,3,25,76,No,1,69.5,Pass,Low,Active
3156,Digital Marketing,Online,18,Male,2027-07-31,56,52,55,84,20,25,81,Yes,1,68.9,Pass,Medium,Active
3157,Data Science,Hybrid,28,Female,2027-08-01,79,85,64,36,18,35,59,No,1,54.2,Pass,Low,Active
3158,Data Science,Offline,21,Male,2027-08-02,79,81,38,43,12,42,89,No,4,49.1,Fail,Medium,Active
3159,Web Dev,Online,24,Female,2027-08-03,93,77,61,46,18,34,66,No,0,56.7,Pass,Medium,Active
3160,HR Management,Online,32,Male,2027-08-04,51,49,68,26,11,42,82,No,1,43.2,Fail,High,At-Risk
3161,Data Science,Offline,29,Male,2027-08-05,60,31,33,92,19,34,55,No,1,62.1,Pass,Low,Active
3162,Data Science,Online,34,Male,2027-08-06,79,60,82,31,24,11,88,No,1,52.099999999999994,Pass,Low,Active
3163,Digital Marketing,Hybrid,18,Female,2027-08-07,58,56,44,22,7,32,96,No,0,35.4,Fail,High,At-Risk
3164,Finance,Hybrid,28,Female,2027-08-08,42,31,74,98,17,35,67,No,1,77.4,Pass,High,At-Risk
3165,Web Dev,Online,18,Female,2027-08-09,57,33,44,29,19,13,58,No,0,34.3,Fail,High,At-Risk
3166,Web Dev,Hybrid,32,Female,2027-08-10,92,42,60,52,21,32,57,No,0,52.4,Pass,Medium,Active
3167,HR Management,Online,27,Male,2027-08-11,90,64,51,65,19,45,74,No,3,60.6,Pass,Low,Active
3168,HR Management,Offline,24,Female,2027-08-12,58,95,96,78,2,44,80,No,3,86.8,Pass,Medium,Active
3169,Web Dev,Online,19,Male,2027-08-13,86,35,56,71,4,44,91,No,1,59.3,Pass,Low,Active
3170,HR Management,Offline,27,Female,2027-08-14,45,60,25,25,16,23,53,Yes,2,32.0,Fail,High,At-Risk
3171,Digital Marketing,Hybrid,21,Female,2027-08-15,55,39,41,21,21,14,69,No,3,30.6,Fail,High,At-Risk
3172,Web Dev,Offline,29,Male,2027-08-16,47,50,33,48,11,30,77,Yes,3,43.9,Fail,High,At-Risk
3173,HR Management,Hybrid,28,Male,2027-08-17,87,52,69,59,22,16,89,No,2,60.6,Pass,Low,Active
3174,Web Dev,Online,25,Female,2027-08-18,57,32,90,80,6,11,50,No,4,73.4,Pass,High,At-Risk
3175,Finance,Hybrid,28,Female,2027-08-19,91,61,56,87,16,21,89,No,1,72.5,Pass,Low,Active
3176,Data Science,Online,28,Male,2027-08-20,87,49,69,87,24,22,93,No,4,74.0,Pass,Low,Active
3177,Web Dev,Online,30,Male,2027-08-21,82,58,33,48,15,25,72,No,4,45.5,Fail,High,At-Risk
3178,Data Science,Offline,20,Male,2027-08-22,78,81,54,81,16,13,96,No,0,72.9,Pass,Low,Active
3179,HR Management,Offline,29,Male,2027-08-23,88,75,62,79,11,11,62,No,0,73.1,Pass,Medium,Active
3180,Data Science,Offline,20,Male,2027-08-24,88,63,84,60,10,49,65,No,1,67.8,Pass,Low,Active
3181,Web Dev,Offline,27,Female,2027-08-25,51,90,25,84,13,3,75,No,2,67.5,Pass,High,At-Risk
3182,Finance,Hybrid,34,Female,2027-08-26,84,99,29,83,8,45,80,Yes,0,70.0,Pass,Low,Active
3183,HR Management,Hybrid,19,Female,2027-08-27,49,40,87,98,6,12,99,No,3,83.1,Pass,Medium,Active
3184,Web Dev,Hybrid,34,Female,2027-08-28,46,92,60,82,11,17,50,No,1,77.4,Pass,High,At-Risk
3185,HR Management,Online,33,Male,2027-08-29,85,50,89,67,9,42,66,No,4,70.2,Pass,Low,Active
3186,Digital Marketing,Hybrid,19,Male,2027-08-30,94,32,97,39,23,27,65,No,1,55.0,Pass,Low,Active
3187,Data Science,Hybrid,23,Male,2027-08-31,40,39,48,56,21,37,86,No,0,50.2,Pass,High,At-Risk
3188,Digital Marketing,Hybrid,27,Female,2027-09-01,88,56,28,83,17,40,59,No,2,61.1,Pass,Low,Active
3189,Web Dev,Offline,27,Male,2027-09-02,75,41,92,24,13,43,87,No,4,47.8,Fail,Medium,Active
3190,Finance,Hybrid,25,Male,2027-09-03,60,36,49,53,10,18,93,No,2,48.4,Fail,Medium,Active
3191,HR Management,Online,18,Female,2027-09-04,76,46,98,58,11,45,80,No,1,67.6,Pass,Low,Active
3192,Data Science,Offline,30,Female,2027-09-05,91,94,31,86,17,46,59,Yes,2,71.1,Pass,Low,Active
3193,HR Management,Online,26,Female,2027-09-06,63,93,37,81,11,42,98,No,2,70.2,Pass,Low,Active
3194,Web Dev,Hybrid,27,Male,2027-09-07,94,55,92,43,10,37,83,Yes,1,60.099999999999994,Pass,Low,Active
3195,HR Management,Offline,32,Male,2027-09-08,64,44,67,22,4,45,100,Yes,4,39.9,Fail,Medium,Active
3196,Data Science,Online,22,Female,2027-09-09,46,62,81,90,20,2,55,Yes,2,81.7,Pass,High,At-Risk
3197,Web Dev,Hybrid,33,Female,2027-09-10,81,91,60,86,12,18,77,Yes,2,79.2,Pass,Low,Active
3198,HR Management,Online,30,Male,2027-09-11,56,76,38,98,7,19,77,No,1,75.6,Pass,High,At-Risk
3199,Finance,Online,28,Female,2027-09-12,68,64,96,69,7,24,62,No,3,76.1,Pass,Low,Active
3200,Web Dev,Online,26,Male,2027-09-13,69,94,51,48,16,10,90,No,2,58.1,Pass,Low,Active
3201,Web Dev,Hybrid,33,Female,2027-09-14,46,54,61,93,16,16,61,No,0,75.6,Pass,High,At-Risk
3202,Finance,Hybrid,19,Female,2027-09-15,72,86,95,51,14,48,99,No,4,71.2,Pass,Low,Active
3203,Digital Marketing,Online,19,Female,2027-09-16,46,61,49,58,23,34,89,No,2,55.9,Pass,Medium,Active
3204,Data Science,Offline,29,Male,2027-09-17,97,92,91,28,6,13,99,No,1,59.7,Pass,Low,Active
3205,Digital Marketing,Offline,25,Male,2027-09-18,63,41,28,33,15,38,51,No,0,33.1,Fail,High,At-Risk
3206,HR Management,Hybrid,26,Female,2027-09-19,50,92,98,87,22,18,57,No,1,91.3,Pass,High,At-Risk
3207,Finance,Hybrid,29,Male,2027-09-20,48,30,40,83,3,2,91,Yes,2,59.5,Pass,Medium,Active
3208,Digital Marketing,Hybrid,26,Female,2027-09-21,51,80,43,39,24,33,58,Yes,0,48.4,Fail,High,At-Risk
3209,Web Dev,Hybrid,27,Female,2027-09-22,74,99,53,47,13,48,99,No,4,59.2,Pass,Low,Active
3210,HR Management,Hybrid,19,Male,2027-09-23,43,37,75,33,21,40,57,No,4,46.4,Fail,High,At-Risk
3211,HR Management,Offline,33,Male,2027-09-24,75,97,42,63,15,21,100,Yes,4,63.5,Pass,Low,Active
3212,Digital Marketing,Hybrid,24,Male,2027-09-25,67,34,82,96,20,37,52,Yes,3,79.4,Pass,Low,Active
3213,Digital Marketing,Online,19,Male,2027-09-26,96,68,68,58,21,26,58,Yes,1,63.0,Pass,Low,Active
3214,Finance,Online,18,Female,2027-09-27,52,52,40,47,16,20,62,No,2,45.9,Fail,High,At-Risk
3215,Data Science,Offline,21,Male,2027-09-28,62,97,89,83,21,40,58,No,0,87.6,Pass,Medium,Active
3216,Digital Marketing,Online,19,Male,2027-09-29,58,81,26,51,18,30,80,No,1,49.5,Fail,High,At-Risk
3217,Digital Marketing,Offline,31,Female,2027-09-30,81,33,80,28,15,26,74,Yes,2,44.6,Fail,High,At-Risk
3218,Web Dev,Offline,19,Female,2027-10-01,76,76,52,47,24,36,93,No,3,54.3,Pass,Low,Active
3219,HR Management,Online,32,Female,2027-10-02,78,50,89,36,19,1,94,Yes,2,54.7,Pass,Low,Active
3220,Data Science,Hybrid,29,Female,2027-10-03,63,85,29,96,23,46,57,No,1,73.7,Pass,Low,Active
3221,Web Dev,Online,22,Male,2027-10-04,55,95,46,74,6,8,96,Yes,2,69.8,Pass,Medium,Active
3222,Finance,Online,24,Male,2027-10-05,72,88,37,29,23,18,80,No,0,43.2,Fail,Medium,Active
3223,Finance,Offline,27,Female,2027-10-06,51,36,89,99,13,41,94,No,3,83.4,Pass,Medium,Active
